x,y
-0.001000,293.443144
8639.999000,322.841104
17279.999000,323.115365
17280.001000,323.115365
25920.001000,322.476176
34559.999051,322.083236
43199.999000,337.005248
43200.001000,337.005248
51840.001000,320.507718
60480.000078,319.842503
69119.999000,320.411278
77759.999000,321.067145
77760.001000,321.067145
86399.999234,321.020437
95039.999000,321.372932
103679.999000,322.190093
103680.001000,322.190093
112320.001000,322.089040
120960.001000,321.829504
129600.000337,320.833055
138239.999000,321.327140
146879.999000,321.860479
155519.999000,324.393253
164159.999000,325.690111
172799.999000,326.655858
172800.001000,326.655858
181440.001000,326.647549
190080.001000,326.490013
198719.999471,326.149768
207359.999000,327.255304
215999.999000,338.370686
216000.001000,338.370686
224640.000899,321.946717
233279.999000,322.820087
241919.999000,324.504753
250559.999000,325.530375
250560.001000,325.530375
259200.001000,324.918527
267840.001000,324.376298
276480.000572,323.716796
285119.999000,323.896540
285120.001000,323.896540
293760.001000,322.656685
302400.000336,317.364258
311039.999000,319.993838
311040.001000,319.993838
319680.001000,319.166412
328320.001000,318.502480
336960.001000,317.911863
345600.001000,317.748095
354240.001000,317.707771
362880.000767,317.469038
371519.999000,317.500472
380159.999000,317.580172
380160.001000,317.580172
388800.001000,317.323537
397440.001000,316.664890
406080.001000,316.468374
414719.999252,316.455483
423359.999000,316.544927
431999.999000,327.422157
432000.001000,327.422157
440640.001000,315.969249
449280.001000,315.489002
457920.001000,315.135591
466560.001000,314.228985
475200.001000,313.998408
483840.000839,313.667114
492479.999000,313.696104
492480.001000,313.696104
501120.001000,313.576936
509760.000538,313.102982
518399.999000,313.245305
518400.001000,313.245305
527040.000322,312.679677
535679.999000,312.969975
544319.999000,320.241675
544320.001000,320.241675
552960.001000,313.667908
561599.999478,313.183079
570239.999000,314.726980
578879.999000,317.076159
578880.001000,317.076159
587520.000240,314.640071
596159.999000,316.133536
604799.999000,316.599670
604800.001000,316.599670
613439.999923,316.323362
622079.999000,316.645706
630719.999000,322.043646
630720.001000,322.043646
639360.001000,316.372514
648000.000358,315.320682
656639.999000,315.817974
656640.001000,315.817974
665280.000854,314.524812
673919.999000,314.626476
682559.999000,316.347678
682560.001000,316.347678
691200.001000,314.374974
699840.001000,313.921885
708479.999031,313.778614
717119.999000,322.737882
717120.001000,322.737882
725760.001000,313.757872
734399.999714,313.035471
743039.999000,314.337186
743040.001000,314.337186
751679.999439,314.012857
760319.999000,315.165100
768959.999000,316.053256
768960.001000,316.053256
777600.001000,316.049682
786240.000159,315.587611
794879.999000,315.923213
803519.999000,321.995777
803520.001000,321.995777
812160.001000,316.817600
820799.999572,316.198970
829439.999000,317.744123
829440.001000,317.744123
838080.000878,313.616282
846719.999000,313.885380
855359.999000,317.013413
855360.001000,317.013413
864000.001000,311.976704
